reg;naimko;regko;golofic;filial;dopof;vsego
Республика Мордовия;АО «Банк Русский Стандарт»;2289;;;1;1
Республика Мордовия;АО «Банк ФИНАМ»;2799;;;1;1
Республика Мордовия;АО «Россельхозбанк»;3349;;1;14;15
Республика Мордовия;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Республика Татарстан (Татарстан);АО ЮниКредит Банк;1;;;1;1
Республика Татарстан (Татарстан);АКБ «Энергобанк» (АО);67;1;;21;22
Республика Татарстан (Татарстан);АО «БКС Банк»;101;;;4;4
Республика Татарстан (Татарстан);ООО «ХКФ Банк»;316;;;8;8
Республика Татарстан (Татарстан);Банк ГПБ (АО);354;;1;11;12
Республика Татарстан (Татарстан);ООО Банк «Аверс»;415;1;;5;6
Республика Татарстан (Татарстан);ПАО КБ «УБРиР»;429;;;4;4
Республика Татарстан (Татарстан);ООО «Камкомбанк»;438;1;;5;6
Республика Татарстан (Татарстан);АО «ТАТСОЦБАНК»;480;1;;15;16
Республика Татарстан (Татарстан);АО КБ «Солидарность»;554;;;1;1
Республика Татарстан (Татарстан);АО «Почта Банк»;650;;;11;11
Республика Татарстан (Татарстан);ПАО Банк Синара;705;;;1;1
Республика Татарстан (Татарстан);ООО КБЭР «Банк Казани»;708;1;;6;7
Республика Татарстан (Татарстан);«Банк Заречье» (АО);817;1;;;1
Республика Татарстан (Татарстан);ПАО «Совкомбанк»;963;;;8;8
Республика Татарстан (Татарстан);Банк ВТБ (ПАО);1000;;;27;27
Республика Татарстан (Татарстан);АО «РЕАЛИСТ БАНК»;1067;;;3;3
Республика Татарстан (Татарстан);ООО «ФФИН Банк»;1143;;;3;3
Республика Татарстан (Татарстан);АО «АЛЬФА-БАНК»;1326;;;31;31
Республика Татарстан (Татарстан);АО «Солид Банк»;1329;;;2;2
Республика Татарстан (Татарстан);АО «Автоградбанк»;1455;1;1;11;13
Республика Татарстан (Татарстан);ПАО Сбербанк;1481;;1;336;337
Республика Татарстан (Татарстан);АО «Тимер Банк»;1581;;;9;9
Республика Татарстан (Татарстан);АО «ИК Банк»;1732;1;;1;2
Республика Татарстан (Татарстан);ПАО «БыстроБанк»;1745;;;4;4
Республика Татарстан (Татарстан);ООО «АвтоКредитБанк»;1973;1;;1;2
Республика Татарстан (Татарстан);ПАО «МОСКОВСКИЙ КРЕДИТНЫЙ БАНК»;1978;;;1;1
Республика Татарстан (Татарстан);ООО «АЛТЫНБАНК»;2070;1;;3;4
Республика Татарстан (Татарстан);ПАО Банк «ФК Открытие»;2209;;;8;8
Республика Татарстан (Татарстан);АО «Банк Интеза»;2216;;;1;1
Республика Татарстан (Татарстан);КИВИ Банк (АО);2241;;;1;1
Республика Татарстан (Татарстан);ПАО «МТС-Банк»;2268;;;3;3
Республика Татарстан (Татарстан);ПАО РОСБАНК;2272;;;7;7
Республика Татарстан (Татарстан);ПАО «БАНК УРАЛСИБ»;2275;;;4;4
Республика Татарстан (Татарстан);АО «Банк Русский Стандарт»;2289;;;6;6
Республика Татарстан (Татарстан);АКБ «Абсолют Банк» (ПАО);2306;;;1;1
Республика Татарстан (Татарстан);Банк СОЮЗ (АО);2307;;;1;1
Республика Татарстан (Татарстан);АО «Банк ДОМ.РФ»;2312;;;1;1
Республика Татарстан (Татарстан);АО КБ «Пойдём!»;2534;;;1;1
Республика Татарстан (Татарстан);АО АКБ «НОВИКОМБАНК»;2546;;;1;1
Республика Татарстан (Татарстан);ПАО «АКИБАНК»;2587;1;;2;3
Республика Татарстан (Татарстан);ПАО «АК БАРС» БАНК;2590;1;;110;111
Республика Татарстан (Татарстан);КБ «ЛОКО-Банк» (АО);2707;;;1;1
Республика Татарстан (Татарстан);ИНВЕСТТОРГБАНК АО;2763;;;1;1
Республика Татарстан (Татарстан);АО «ОТП Банк»;2766;;;2;2
Республика Татарстан (Татарстан);АО «Банк ФИНАМ»;2799;;;4;4
Республика Татарстан (Татарстан);АКБ «Трансстройбанк» (АО);2807;;;1;1
Республика Татарстан (Татарстан);ПАО АКБ «АВАНГАРД»;2879;;;4;4
Республика Татарстан (Татарстан);ПАО «Промсвязьбанк»;3251;;;8;8
Республика Татарстан (Татарстан);ПАО Банк ЗЕНИТ;3255;;1;23;24
Республика Татарстан (Татарстан);АО «Райффайзенбанк»;3292;;;2;2
Республика Татарстан (Татарстан);АО «Кредит Европа Банк (Россия)»;3311;;;2;2
Республика Татарстан (Татарстан);АО «Россельхозбанк»;3349;;1;32;33
Республика Татарстан (Татарстан);КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Республика Татарстан (Татарстан);АО «СМП Банк»;3368;;1;;1
Республика Татарстан (Татарстан);АО «МБ Банк»;3396;;;1;1
Республика Татарстан (Татарстан);НКО «ИНКАХРАН» (АО);3454;;;2;2
Республика Татарстан (Татарстан);АО КБ «ЮНИСТРИМ»;3467;;;1;1
Республика Татарстан (Татарстан);ООО «Банк 131»;3538;1;;;1
Удмуртская Республика;АО «БКС Банк»;101;;;1;1
Удмуртская Республика;АО КБ «Хлынов»;254;;;1;1
Удмуртская Республика;ООО «ХКФ Банк»;316;;;1;1
Удмуртская Республика;Банк ГПБ (АО);354;;;5;5
Удмуртская Республика;ПАО КБ «УБРиР»;429;;;2;2
Удмуртская Республика;ООО «Камкомбанк»;438;;;1;1
Удмуртская Республика;АО «Датабанк»;646;1;;21;22
Удмуртская Республика;АО «Почта Банк»;650;;;4;4
Удмуртская Республика;ПАО Банк Синара;705;;;1;1
Удмуртская Республика;ПАО «Совкомбанк»;963;;;2;2
Удмуртская Республика;Банк ВТБ (ПАО);1000;;;14;14
Удмуртская Республика;ООО «ФФИН Банк»;1143;;;1;1
Удмуртская Республика;АО «АЛЬФА-БАНК»;1326;;;10;10
Удмуртская Республика;АО «Солид Банк»;1329;;;1;1
Удмуртская Республика;ПАО Сбербанк;1481;;1;126;127
Удмуртская Республика;ПАО «БыстроБанк»;1745;1;;10;11
Удмуртская Республика;ПАО Банк «ФК Открытие»;2209;;;2;2
Удмуртская Республика;ПАО РОСБАНК;2272;;;1;1
Удмуртская Республика;ПАО «БАНК УРАЛСИБ»;2275;;;5;5
Удмуртская Республика;АО «Банк Русский Стандарт»;2289;;;3;3
Удмуртская Республика;АО КБ «Пойдём!»;2534;;;6;6
Удмуртская Республика;ПАО «АК БАРС» БАНК;2590;;;3;3
Удмуртская Республика;АО «Банк ФИНАМ»;2799;;;1;1
Удмуртская Республика;(АО «Банк „Агророс“);2860;;;1;1
Удмуртская Республика;ПАО АКБ «АВАНГАРД»;2879;;;1;1
Удмуртская Республика;АО «Углеметбанк»;2997;;;1;1
Удмуртская Республика;ПАО «Промсвязьбанк»;3251;;;4;4
Удмуртская Республика;АО «Газэнергобанк»;3252;;;1;1
Удмуртская Республика;ПАО Банк ЗЕНИТ;3255;;;1;1
Удмуртская Республика;Банк «ВБРР» (АО);3287;;;2;2
Удмуртская Республика;АО «Россельхозбанк»;3349;;1;23;24
Удмуртская Республика;КБ «Ренессанс Кредит» (ООО);3354;;;1;1
Удмуртская Республика;ООО ПНКО «ЭЛПЛАТ»;3535;1;;;1
Чувашская Республика - Чувашия;АКБ «Энергобанк» (АО);67;;;1;1
Чувашская Республика - Чувашия;АО КБ «Хлынов»;254;;;1;1
